,mean episodic length,mean episodic rewards,timestep
0,200.0,-338.9204984355774,1944800
0,200.0,-236.15227092444877,1947400
0,200.0,-289.81987775992246,1950000
0,200.0,-333.8985342771812,1952600
0,200.0,-365.8598997394049,1955200
0,200.0,-248.59562983561574,1957800
0,200.0,-277.9091363565428,1960400
0,200.0,-221.50181398301504,1963000
0,200.0,-266.59677556549997,1965600
0,200.0,-263.1876861788253,1968200
0,200.0,-185.87201256951974,1970800
0,200.0,-217.7934448908107,1973400
0,200.0,-231.22060816071127,1976000
0,200.0,-231.37165643902094,1978600
0,200.0,-226.3811401876716,1981200
0,200.0,-284.03550476465904,1983800
0,200.0,-261.7149879012635,1986400
0,200.0,-214.59868391853212,1989000
0,200.0,-185.93977621201108,1991600
0,200.0,-182.39799876687843,1994200
0,200.0,-212.7606082155817,1996800
0,200.0,-254.69835429769384,1999400
0,200.0,-253.07301149634642,2002000
0,200.0,-275.72179560301026,2004600
0,200.0,-194.70717848642747,2007200
0,200.0,-224.63802992304863,2009800
0,200.0,-137.3033250881281,2012400
0,200.0,-336.76662890593315,2015000
0,200.0,-334.2692040816867,2017600
0,200.0,-233.51695280056208,2020200
0,200.0,-189.2338054360762,2022800
0,200.0,-212.34057391701975,2025400
0,200.0,-188.04177328918104,2028000
0,200.0,-330.23193240873763,2030600
0,200.0,-170.84768232819468,2033200
0,200.0,-161.5346173975177,2035800
0,200.0,-250.65596409266104,2038400
0,200.0,-454.5691519383217,2041000
0,200.0,-276.53179557536356,2043600
0,200.0,-252.4921486083666,2046200
0,200.0,-286.4013734505197,2048800
0,200.0,-211.49275411921255,2051400
0,200.0,-201.76256535159098,2054000
0,200.0,-205.10072505838778,2056600
0,200.0,-183.41452501229645,2059200
0,200.0,-215.99573665111436,2061800
0,200.0,-265.34661246699693,2064400
0,200.0,-170.8028245932466,2067000
0,200.0,-216.92572610267678,2069600
0,200.0,-149.72632178041522,2072200
0,200.0,-262.1434832163549,2074800
0,200.0,-152.7280954619321,2077400
0,200.0,-149.81386591846044,2080000
0,200.0,-214.79955694305548,2082600
0,200.0,-153.80036871399847,2085200
0,200.0,-212.2772064037015,2087800
0,200.0,-158.61563887974972,2090400
0,200.0,-185.3188839189896,2093000
0,200.0,-143.74855963471708,2095600
0,200.0,-237.6307885838886,2098200
0,200.0,-205.1941347365124,2100800
0,200.0,-216.37014946573166,2103400
0,200.0,-208.4467733628881,2106000
0,200.0,-262.42558825219925,2108600
0,200.0,-222.6747689706041,2111200
0,200.0,-120.45214961704067,2113800
0,200.0,-181.35370371094567,2116400
0,200.0,-193.6749571745172,2119000
0,200.0,-152.40177875184503,2121600
0,200.0,-173.82978104653222,2124200
0,200.0,-213.69759520490823,2126800
0,200.0,-209.31794840911633,2129400
0,200.0,-162.7808107632739,2132000
0,200.0,-153.5997647206364,2134600
0,200.0,-242.63117396799453,2137200
0,200.0,-209.2265374202451,2139800
0,200.0,-234.98805415027118,2142400
0,200.0,-268.3712912062519,2145000
0,200.0,-182.16970583862303,2147600
0,200.0,-220.7857361759816,2150200
0,200.0,-191.18100446636393,2152800
0,200.0,-241.8848212108881,2155400
0,200.0,-148.2745916266502,2158000
0,200.0,-281.47826987657953,2160600
0,200.0,-260.24255792900436,2163200
0,200.0,-312.9573590350593,2165800
0,200.0,-255.7225487414761,2168400
0,200.0,-274.36979279474167,2171000
0,200.0,-422.09458022724334,2173600
0,200.0,-259.6372220050592,2176200
0,200.0,-212.49539967709433,2178800
0,200.0,-297.56980404127575,2181400
0,200.0,-150.9728621666395,2184000
0,200.0,-276.65152708937694,2186600
0,200.0,-171.29975461674778,2189200
0,200.0,-152.37718169920402,2191800
0,200.0,-189.24951733978926,2194400
0,200.0,-240.57312154079034,2197000
0,200.0,-207.9576391093055,2199600
0,200.0,-191.36803510940794,2202200
0,200.0,-205.4521847335089,2204800
0,200.0,-148.9839675290366,2207400
0,200.0,-179.73528492947403,2210000
0,200.0,-163.62664765365693,2212600
0,200.0,-175.03069748376927,2215200
0,200.0,-243.0486092869252,2217800
0,200.0,-210.44199464017132,2220400
0,200.0,-173.09447223281717,2223000
0,200.0,-190.8605737618643,2225600
0,200.0,-209.93727666160146,2228200
0,200.0,-160.97861498445883,2230800
0,200.0,-153.9006308951062,2233400
0,200.0,-261.10071376919217,2236000
0,200.0,-142.08003904437254,2238600
0,200.0,-241.8902954976588,2241200
0,200.0,-169.52579701290466,2243800
0,200.0,-221.41175627462573,2246400
0,200.0,-264.8571093159566,2249000
0,200.0,-228.9494739481059,2251600
0,200.0,-166.19409245965375,2254200
0,200.0,-151.69344245541927,2256800
0,200.0,-222.15623263382344,2259400
0,200.0,-254.771929421786,2262000
0,200.0,-285.46315277509575,2264600
0,200.0,-290.8853432060923,2267200
0,200.0,-146.80958220585202,2269800
0,200.0,-236.67685997974746,2272400
0,200.0,-155.68192570465897,2275000
0,200.0,-205.51114203299718,2277600
0,200.0,-182.67877228465278,2280200
0,200.0,-210.45080978147615,2282800
0,200.0,-189.41407292497337,2285400
0,200.0,-251.8886509996246,2288000
0,200.0,-176.76523348100636,2290600
0,200.0,-240.70655930024046,2293200
0,200.0,-182.66642514232444,2295800
0,200.0,-199.8547829934106,2298400
0,200.0,-212.57027254398673,2301000
0,200.0,-179.19639751168364,2303600
0,200.0,-174.84443092600426,2306200
0,200.0,-181.93563160160005,2308800
0,200.0,-211.61433484273044,2311400
0,200.0,-141.81081822170572,2314000
0,200.0,-286.90142523017244,2316600
0,200.0,-151.52440134191735,2319200
0,200.0,-219.3865518772958,2321800
0,200.0,-249.57972024491437,2324400
0,200.0,-211.04718440337436,2327000
0,200.0,-155.94155531289843,2329600
0,200.0,-170.21890652775053,2332200
0,200.0,-182.53771630324826,2334800
0,200.0,-236.4268604757584,2337400
0,200.0,-288.32242492472875,2340000
0,200.0,-246.09839429664754,2342600
0,200.0,-190.97473761635507,2345200
0,200.0,-185.2861007508122,2347800
0,200.0,-243.7356571784383,2350400
0,200.0,-170.72258650172262,2353000
0,200.0,-204.87753809557006,2355600
0,200.0,-215.291320156682,2358200
0,200.0,-138.2007668486268,2360800
0,200.0,-254.07938660341685,2363400
0,200.0,-331.45692179444137,2366000
0,200.0,-178.59273171155564,2368600
0,200.0,-141.28992375894697,2371200
0,200.0,-171.35665713455845,2373800
0,200.0,-122.55394589619566,2376400
0,200.0,-141.0140869701071,2379000
0,200.0,-162.2054802613554,2381600
0,200.0,-205.72820314322547,2384200
0,200.0,-153.8385924592187,2386800
0,200.0,-350.54663023439207,2389400
0,200.0,-249.62307635510479,2392000
0,200.0,-265.7992546020451,2394600
0,200.0,-237.37980842026704,2397200
0,200.0,-210.91284460426175,2399800
0,200.0,-204.063383247463,2402400
0,200.0,-280.095153461324,2405000
0,200.0,-134.930299209901,2407600
0,200.0,-244.28896333478252,2410200
0,200.0,-203.41104392145346,2412800
0,200.0,-291.55488180484434,2415400
0,200.0,-141.38701075025486,2418000
0,200.0,-219.65844077169365,2420600
0,200.0,-232.19075006738507,2423200
0,200.0,-181.25517074796412,2425800
0,200.0,-137.9009559489654,2428400
0,200.0,-202.8647632398374,2431000
0,200.0,-255.55083466721197,2433600
0,200.0,-132.48905662261797,2436200
0,200.0,-161.37671151555656,2438800
0,200.0,-221.9087646550782,2441400
0,200.0,-179.4357351137391,2444000
0,200.0,-113.24855878719349,2446600
0,200.0,-175.79597420324848,2449200
0,200.0,-212.69792291887455,2451800
0,200.0,-169.8250490627491,2454400
0,200.0,-190.3179326403191,2457000
0,200.0,-192.94474435851797,2459600
0,200.0,-187.52994041830738,2462200
0,200.0,-100.00579941114763,2464800
0,200.0,-133.2611213728424,2467400
0,200.0,-162.0909601206354,2470000
0,200.0,-172.10761704015428,2472600
0,200.0,-158.54148928696247,2475200
0,200.0,-113.35144849732411,2477800
0,200.0,-164.8326187678211,2480400
0,200.0,-160.70615763241545,2483000
0,200.0,-175.49393625041992,2485600
0,200.0,-186.24973470411672,2488200
0,200.0,-213.01235798777745,2490800
0,200.0,-150.05421515679765,2493400
0,200.0,-216.32615122992613,2496000
0,200.0,-182.81370205599993,2498600
0,200.0,-166.2117087415597,2501200
0,200.0,-168.2857220961166,2503800
0,200.0,-185.3961984317521,2506400
0,200.0,-161.83765315427837,2509000
0,200.0,-216.33829510008056,2511600
0,200.0,-151.40399031455277,2514200
0,200.0,-256.71213255908754,2516800
0,200.0,-135.0002419461433,2519400
0,200.0,-192.7080924822326,2522000
0,200.0,-181.46437807726667,2524600
0,200.0,-172.30691895347132,2527200
0,200.0,-167.90455108396344,2529800
0,200.0,-167.36397348417344,2532400
0,200.0,-196.58890331520377,2535000
0,200.0,-151.6589703430651,2537600
0,200.0,-188.90690700211582,2540200
0,200.0,-228.79218145419316,2542800
0,200.0,-183.62761253943958,2545400
0,200.0,-189.75815733669657,2548000
0,200.0,-165.12343200967916,2550600
0,200.0,-191.61600390701116,2553200
0,200.0,-141.37198181822666,2555800
0,200.0,-141.6131492457746,2558400
0,200.0,-164.3389658524306,2561000
0,200.0,-193.07675512943527,2563600
0,200.0,-185.03685253154765,2566200
0,200.0,-229.26812910206633,2568800
0,200.0,-140.69867621254588,2571400
0,200.0,-214.78935123313204,2574000
0,200.0,-168.08315336478546,2576600
0,200.0,-178.12288191712813,2579200
0,200.0,-139.4799069628511,2581800
0,200.0,-157.8225403717661,2584400
0,200.0,-237.10484591504107,2587000
0,200.0,-187.58380849739265,2589600
0,200.0,-222.04706559471822,2592200
0,200.0,-165.32153705084795,2594800
0,200.0,-140.79668663215745,2597400
0,200.0,-187.40924377183885,2600000
0,200.0,-130.07788498917995,2602600
0,200.0,-226.2539189665848,2605200
0,200.0,-179.67366194304714,2607800
0,200.0,-190.2278322911506,2610400
0,200.0,-188.6716701447163,2613000
0,200.0,-201.5149057280171,2615600
0,200.0,-169.31769684000665,2618200
0,200.0,-159.55000472574983,2620800
0,200.0,-189.22766666180394,2623400
0,200.0,-184.26157642144483,2626000
0,200.0,-165.6032917960024,2628600
0,200.0,-164.8262204708999,2631200
0,200.0,-131.64445860311523,2633800
0,200.0,-163.53689680430796,2636400
0,200.0,-173.90481156986132,2639000
0,200.0,-154.87335770936468,2641600
0,200.0,-293.14514208987265,2644200
0,200.0,-194.73060610276087,2646800
0,200.0,-178.7323133954398,2649400
0,200.0,-162.66690058370534,2652000
0,200.0,-129.81563360778915,2654600
0,200.0,-159.34553062518748,2657200
0,200.0,-133.2236790693908,2659800
0,200.0,-177.13689186900868,2662400
0,200.0,-196.06495689497595,2665000
0,200.0,-119.38344645111462,2667600
0,200.0,-322.4768588697283,2670200
0,200.0,-138.87858240691676,2672800
0,200.0,-161.33617803032888,2675400
0,200.0,-157.38976172160457,2678000
0,200.0,-152.02812840115976,2680600
0,200.0,-143.74320977893055,2683200
0,200.0,-153.52348800592483,2685800
0,200.0,-187.43384932461484,2688400
0,200.0,-143.2947679790923,2691000
0,200.0,-168.44158989242334,2693600
0,200.0,-169.0812876304058,2696200
0,200.0,-169.14311602917647,2698800
0,200.0,-200.47053423709806,2701400
0,200.0,-172.3403221969485,2704000
0,200.0,-141.36247764077433,2706600
0,200.0,-212.86697650623836,2709200
0,200.0,-224.93727920031307,2711800
0,200.0,-159.21614592644468,2714400
0,200.0,-165.245144586819,2717000
0,200.0,-179.96591939569305,2719600
0,200.0,-276.2485050518287,2722200
0,200.0,-123.57777703752812,2724800
0,200.0,-134.67160099043844,2727400
0,200.0,-151.30112949186108,2730000
0,200.0,-177.48934032996107,2732600
0,200.0,-167.58086709849098,2735200
0,200.0,-226.60455822333157,2737800
0,200.0,-162.15475685336548,2740400
0,200.0,-187.40829649692387,2743000
0,200.0,-194.4329835395144,2745600
0,200.0,-249.1576579370491,2748200
0,200.0,-254.6751096092675,2750800
0,200.0,-118.38875518415335,2753400
0,200.0,-213.44196743581884,2756000
0,200.0,-319.0326690233951,2758600
0,200.0,-138.8442666464417,2761200
0,200.0,-181.47316493494694,2763800
0,200.0,-315.83762092651074,2766400
0,200.0,-136.46391645121227,2769000
0,200.0,-230.17471371755124,2771600
0,200.0,-343.17535695484463,2774200
0,200.0,-243.72060296633583,2776800
0,200.0,-218.73724952836926,2779400
0,200.0,-262.63774380299924,2782000
0,200.0,-226.2508778680108,2784600
0,200.0,-313.70024359488536,2787200
0,200.0,-247.25019368383226,2789800
0,200.0,-253.4010205095796,2792400
0,200.0,-190.3866869186136,2795000
0,200.0,-119.11526612955423,2797600
0,200.0,-189.87616038338672,2800200
0,200.0,-195.89543424022642,2802800
0,200.0,-226.0088794547066,2805400
0,200.0,-171.82717317965373,2808000
0,200.0,-203.00872618089247,2810600
0,200.0,-206.1256371801275,2813200
0,200.0,-244.91791543500494,2815800
0,200.0,-191.18888617952123,2818400
0,200.0,-188.41823300099756,2821000
0,200.0,-172.7104680403962,2823600
0,200.0,-161.95717218024433,2826200
0,200.0,-165.40274911402446,2828800
0,200.0,-325.98048508570656,2831400
0,200.0,-218.51259516389024,2834000
0,200.0,-194.44485384991714,2836600
0,200.0,-203.16877491502248,2839200
0,200.0,-219.59478025469053,2841800
0,200.0,-178.3220878710485,2844400
0,200.0,-212.94168573023867,2847000
0,200.0,-165.24972552288014,2849600
0,200.0,-141.45027710770577,2852200
0,200.0,-179.1499727010076,2854800
0,200.0,-174.38289804367807,2857400
0,200.0,-202.33005193025608,2860000
0,200.0,-174.98710242713724,2862600
0,200.0,-224.52075765943124,2865200
0,200.0,-163.90064926843644,2867800
0,200.0,-152.57314393666627,2870400
0,200.0,-163.74285938280008,2873000
0,200.0,-233.17918296916474,2875600
0,200.0,-152.22268752344075,2878200
0,200.0,-150.09020484173809,2880800
0,200.0,-268.6475029689525,2883400
0,200.0,-248.54285204294794,2886000
0,200.0,-234.40189383897297,2888600
0,200.0,-101.55176758819019,2891200
0,200.0,-211.35706564968328,2893800
0,200.0,-193.24199674535052,2896400
0,200.0,-183.82636701667232,2899000
0,200.0,-210.31531511145533,2901600
0,200.0,-183.6074538992592,2904200
0,200.0,-166.38896507194028,2906800
0,200.0,-211.62647111659842,2909400
0,200.0,-150.69198376284024,2912000
0,200.0,-192.7265053626296,2914600
0,200.0,-181.92130114108497,2917200
0,200.0,-222.82632263934192,2919800
0,200.0,-145.26340149488396,2922400
0,200.0,-142.41774244348997,2925000
0,200.0,-213.41491246198714,2927600
0,200.0,-167.96252932147556,2930200
0,200.0,-161.53856174696244,2932800
0,200.0,-204.15296613895924,2935400
0,200.0,-139.267397531634,2938000
0,200.0,-201.36498237299804,2940600
0,200.0,-130.464125829086,2943200
0,200.0,-180.292653380225,2945800
0,200.0,-136.4512880697853,2948400
0,200.0,-172.03974168185428,2951000
0,200.0,-235.43937719479817,2953600
0,200.0,-158.36947001201887,2956200
0,200.0,-240.75776808777917,2958800
0,200.0,-197.77090591406278,2961400
0,200.0,-198.10893768361137,2964000
0,200.0,-174.92866871339362,2966600
0,200.0,-175.20363196292743,2969200
0,200.0,-212.08948754914684,2971800
0,200.0,-160.60627293159195,2974400
0,200.0,-211.1955722551459,2977000
0,200.0,-239.49807945224504,2979600
0,200.0,-154.56408777358445,2982200
0,200.0,-184.79980005942286,2984800
0,200.0,-91.9953266390017,2987400
0,200.0,-150.43437401505307,2990000
0,200.0,-121.77602670060332,2992600
0,200.0,-178.92396618712007,2995200
0,200.0,-163.51627546995468,2997800
0,200.0,-187.68262222282695,3000400
0,200.0,-180.18586602533898,3003000
0,200.0,-123.87329122304536,3005600
0,200.0,-195.0451974855501,3008200
0,200.0,-172.78969657884087,3010800
0,200.0,-152.4111600693179,3013400
0,200.0,-150.80180043009935,3016000
0,200.0,-142.88930272349947,3018600
0,200.0,-150.65509867039353,3021200
0,200.0,-205.27576722358538,3023800
0,200.0,-151.9647750690115,3026400
0,200.0,-206.1556118437233,3029000
0,200.0,-197.23694710797267,3031600
0,200.0,-129.37779876156583,3034200
0,200.0,-176.14394379296562,3036800
0,200.0,-150.8696907952575,3039400
0,200.0,-216.94341556859914,3042000
0,200.0,-149.5225708924533,3044600
0,200.0,-191.85805715042818,3047200
0,200.0,-186.05188092220774,3049800
0,200.0,-131.04119501303805,3052400
0,200.0,-126.00678320480701,3055000
0,200.0,-189.48663043440368,3057600
0,200.0,-201.14427085721204,3060200
0,200.0,-152.02178018909547,3062800
0,200.0,-151.2890951843642,3065400
0,200.0,-89.24386221642561,3068000
0,200.0,-171.80526509209852,3070600
0,200.0,-140.27206703851152,3073200
0,200.0,-192.1589063729132,3075800
0,200.0,-154.42931424618214,3078400
0,200.0,-213.0628543694099,3081000
0,200.0,-270.18639101570204,3083600
0,200.0,-241.69986848617222,3086200
0,200.0,-272.28169012134225,3088800
0,200.0,-159.7679706930265,3091400
0,200.0,-160.74483838582117,3094000
0,200.0,-191.6157831077205,3096600
0,200.0,-162.30478273209445,3099200
0,200.0,-148.19009773697326,3101800
0,200.0,-212.63939413870258,3104400
0,200.0,-194.19620287682304,3107000
0,200.0,-177.73289844561896,3109600
0,200.0,-161.24098027735423,3112200
0,200.0,-219.3827389599556,3114800
0,200.0,-180.95103025826455,3117400
0,200.0,-159.39405715043722,3120000
0,200.0,-186.13379405093264,3122600
0,200.0,-202.6761523485557,3125200
0,200.0,-208.56663287225197,3127800
0,200.0,-151.54295433950492,3130400
0,200.0,-172.5088779956722,3133000
0,200.0,-169.94995704594888,3135600
0,200.0,-161.21175848215623,3138200
0,200.0,-169.67415735982925,3140800
0,200.0,-184.35648310782867,3143400
0,200.0,-171.64852555415365,3146000
0,200.0,-227.57130238702806,3148600
0,200.0,-160.20454250741406,3151200
0,200.0,-226.06801847165303,3153800
0,200.0,-212.37894275934974,3156400
0,200.0,-228.32220397523213,3159000
0,200.0,-170.41809218522846,3161600
0,200.0,-263.2597021866078,3164200
0,200.0,-202.23595086787157,3166800
0,200.0,-182.95163969057086,3169400
0,200.0,-190.20352115562946,3172000
0,200.0,-160.4540597680164,3174600
0,200.0,-198.96450676829195,3177200
0,200.0,-146.90472463797786,3179800
0,200.0,-256.10565720751873,3182400
0,200.0,-140.40606394237918,3185000
0,200.0,-133.4983585267324,3187600
0,200.0,-231.06731930147413,3190200
0,200.0,-153.84260716003337,3192800
0,200.0,-229.34516887730732,3195400
0,200.0,-171.63512638729023,3198000
0,200.0,-187.6780913104231,3200600
0,200.0,-192.300040543026,3203200
0,200.0,-201.618616619452,3205800
0,200.0,-208.24589155506771,3208400
0,200.0,-216.1622921662705,3211000
0,200.0,-143.45957902428106,3213600
0,200.0,-178.0956509138049,3216200
0,200.0,-211.72664524822324,3218800
0,200.0,-171.54210738012233,3221400
0,200.0,-143.4901123058589,3224000
0,200.0,-182.9077466638025,3226600
0,200.0,-158.4263290606409,3229200
0,200.0,-135.96830022808592,3231800
0,200.0,-189.22672488687283,3234400
0,200.0,-146.53459799859664,3237000
0,200.0,-200.64150643499093,3239600
0,200.0,-178.74290674869513,3242200
0,200.0,-165.07314112351608,3244800
0,200.0,-126.15566548208368,3247400
0,200.0,-237.36730459689363,3250000
0,200.0,-194.41698475271835,3252600
0,200.0,-197.18694629157233,3255200
0,200.0,-204.06542054607962,3257800
0,200.0,-226.77965078807466,3260400
0,200.0,-132.60430428240198,3263000
0,200.0,-192.31841722066355,3265600
0,200.0,-248.67812421812158,3268200
0,200.0,-167.88328194430898,3270800
0,200.0,-174.27622958284115,3273400
0,200.0,-186.91052924731974,3276000
0,200.0,-144.8147960380835,3278600
0,200.0,-170.18792504698936,3281200
0,200.0,-211.99467828876874,3283800
0,200.0,-178.6012519829955,3286400
0,200.0,-181.045725321967,3289000
0,200.0,-157.73779825619997,3291600
0,200.0,-131.74988151119862,3294200
0,200.0,-185.07384318350836,3296800
0,200.0,-178.50411177466944,3299400
0,200.0,-142.8142546208083,3302000
0,200.0,-230.31474995169694,3304600
0,200.0,-184.0103712613124,3307200
0,200.0,-160.62763800097486,3309800
0,200.0,-173.4320908908762,3312400
0,200.0,-141.19347165447212,3315000
0,200.0,-231.5314075803493,3317600
0,200.0,-179.36195029931423,3320200
0,200.0,-173.01986309067837,3322800
0,200.0,-131.5215825892068,3325400
0,200.0,-163.36779320199594,3328000
0,200.0,-184.64196385167713,3330600
0,200.0,-186.72776003019501,3333200
0,200.0,-171.0562692502437,3335800
0,200.0,-130.86144056130792,3338400
0,200.0,-171.25293382206297,3341000
0,200.0,-166.69399426982062,3343600
0,200.0,-196.3326705918333,3346200
0,200.0,-131.09772941676084,3348800
0,200.0,-191.35935506879775,3351400
0,200.0,-167.87943166087967,3354000
0,200.0,-150.87083005021097,3356600
0,200.0,-158.40726925766836,3359200
0,200.0,-229.55098883424395,3361800
0,200.0,-178.21828517326367,3364400
0,200.0,-234.46094848832857,3367000
0,200.0,-145.69327879784623,3369600
0,200.0,-129.9524181598236,3372200
0,200.0,-163.88859104679926,3374800
0,200.0,-211.25351401918246,3377400
0,200.0,-132.4475049661277,3380000
0,200.0,-216.86919851367608,3382600
0,200.0,-170.14513557934836,3385200
0,200.0,-170.4538572970692,3387800
0,200.0,-164.08894777701167,3390400
0,200.0,-180.1519807980794,3393000
0,200.0,-151.07576219912238,3395600
0,200.0,-167.17792815913862,3398200
0,200.0,-166.63312841141197,3400800
0,200.0,-160.92705262288786,3403400
0,200.0,-159.47003089742276,3406000
0,200.0,-287.2866497274738,3408600
0,200.0,-190.29688130580402,3411200
0,200.0,-251.43114835193848,3413800
0,200.0,-208.63199595481785,3416400
0,200.0,-229.65775396565007,3419000
0,200.0,-188.9681392425969,3421600
0,200.0,-211.52930157236852,3424200
0,200.0,-183.53959542577402,3426800
0,200.0,-159.89050256144128,3429400
0,200.0,-216.0539938458769,3432000
0,200.0,-312.6971486686868,3434600
0,200.0,-241.99728803743116,3437200
0,200.0,-203.94178726779552,3439800
0,200.0,-222.0396946101684,3442400
0,200.0,-179.76209256441578,3445000
0,200.0,-179.9600943860282,3447600
0,200.0,-158.22885499094826,3450200
0,200.0,-139.5476180166547,3452800
0,200.0,-150.03452254455175,3455400
0,200.0,-220.7453197219807,3458000
0,200.0,-182.37240144590777,3460600
0,200.0,-220.16805161075214,3463200
0,200.0,-158.6031003872132,3465800
0,200.0,-185.93074935469923,3468400
0,200.0,-251.25263728329534,3471000
0,200.0,-130.0498866822988,3473600
0,200.0,-175.227422920925,3476200
0,200.0,-186.3041289178977,3478800
0,200.0,-196.9315328565669,3481400
0,200.0,-233.21291764554852,3484000
0,200.0,-190.25751897543387,3486600
0,200.0,-151.03942446622423,3489200
0,200.0,-209.0207456070985,3491800
0,200.0,-211.5871577627409,3494400
0,200.0,-166.37130163627916,3497000
0,200.0,-199.6111921019942,3499600
0,200.0,-120.55917799211154,3502200
0,200.0,-158.1668823443847,3504800
0,200.0,-202.66334364028896,3507400
0,200.0,-193.23330004204155,3510000
0,200.0,-211.08720731546708,3512600
0,200.0,-181.51381851236653,3515200
0,200.0,-186.97077995747915,3517800
0,200.0,-155.44157163083258,3520400
0,200.0,-152.35310943197337,3523000
0,200.0,-212.56662173811822,3525600
0,200.0,-180.47624523061643,3528200
0,200.0,-151.98601081178973,3530800
0,200.0,-215.53739021137227,3533400
0,200.0,-230.33045598987667,3536000
0,200.0,-237.05427482955923,3538600
0,200.0,-185.76954825483398,3541200
0,200.0,-457.05014404911344,3543800
0,200.0,-224.65961872262636,3546400
0,200.0,-173.89245201632457,3549000
0,200.0,-240.42061223491748,3551600
0,200.0,-166.2622861626129,3554200
0,200.0,-255.94736049997766,3556800
0,200.0,-272.2660307524395,3559400
0,200.0,-313.9311587169892,3562000
0,200.0,-273.87431797437443,3564600
0,200.0,-152.05326898663964,3567200
0,200.0,-140.80219477625675,3569800
0,200.0,-209.72336621508887,3572400
0,200.0,-154.76320246517693,3575000
0,200.0,-202.22927762284147,3577600
0,200.0,-192.22074715274445,3580200
0,200.0,-154.35783468338008,3582800
0,200.0,-148.1850128044685,3585400
0,200.0,-179.68272886350965,3588000
0,200.0,-167.13850714311334,3590600
0,200.0,-202.88049836836396,3593200
0,200.0,-165.1263128549458,3595800
0,200.0,-217.0514060189628,3598400
0,200.0,-168.6767302650857,3601000
0,200.0,-173.45272321277844,3603600
0,200.0,-145.86236509503337,3606200
0,200.0,-259.5054991678971,3608800
0,200.0,-189.6560560183616,3611400
0,200.0,-190.45890944300652,3614000
0,200.0,-183.9038997764659,3616600
0,200.0,-168.29770060717385,3619200
0,200.0,-207.21856529124713,3621800
0,200.0,-175.14957283081452,3624400
0,200.0,-178.31166444667934,3627000
0,200.0,-166.1335018957376,3629600
0,200.0,-143.86733479195192,3632200
0,200.0,-153.61310380950445,3634800
0,200.0,-201.57819443533418,3637400
0,200.0,-180.82812860368196,3640000
0,200.0,-146.49065163212614,3642600
0,200.0,-161.6559922657872,3645200
0,200.0,-138.70308329431882,3647800
0,200.0,-161.2779407824304,3650400
0,200.0,-176.50711401412076,3653000
0,200.0,-142.05675300220588,3655600
0,200.0,-209.67121206284807,3658200
0,200.0,-156.0926374457694,3660800
0,200.0,-166.32945925593552,3663400
0,200.0,-141.40708138088615,3666000
0,200.0,-154.26904770351285,3668600
0,200.0,-221.23458804161618,3671200
0,200.0,-164.8562333717736,3673800
0,200.0,-199.86855519924242,3676400
0,200.0,-317.31407549306914,3679000
0,200.0,-204.53371234155506,3681600
0,200.0,-228.69797770811465,3684200
0,200.0,-191.65782409059437,3686800
0,200.0,-169.56518145721108,3689400
0,200.0,-251.81376888838952,3692000
0,200.0,-236.97688425188284,3694600
0,200.0,-140.06741130332367,3697200
0,200.0,-195.74406041416867,3699800
0,200.0,-128.12137664406467,3702400
0,200.0,-174.4918477656581,3705000
0,200.0,-227.50608013157392,3707600
0,200.0,-204.79424748683985,3710200
0,200.0,-173.95593815371083,3712800
0,200.0,-202.2413874587158,3715400
0,200.0,-164.22618915593998,3718000
0,200.0,-205.24689841887482,3720600
0,200.0,-165.13496094722433,3723200
0,200.0,-226.3089005415488,3725800
0,200.0,-148.1337857911284,3728400
0,200.0,-225.55253882633977,3731000
0,200.0,-207.81165402448912,3733600
0,200.0,-282.3674290602019,3736200
0,200.0,-1277.9901390931113,2600
0,200.0,-1326.9552247745169,5200
0,200.0,-1310.8017574946643,7800
0,200.0,-1239.0310718626833,10400
0,200.0,-1049.056217407961,13000
0,200.0,-1370.6415805032188,15600
0,200.0,-1217.4170977186948,18200
0,200.0,-1146.0277197898918,20800
0,200.0,-1262.4087942774313,23400
0,200.0,-1167.4066637939798,26000
0,200.0,-1353.774675314838,28600
0,200.0,-1069.6071712856278,31200
0,200.0,-1207.3193833379935,33800
0,200.0,-1059.1886630912193,36400
0,200.0,-1190.1390789321254,39000
0,200.0,-1229.8249907246893,41600
0,200.0,-1213.9601502473365,44200
0,200.0,-1233.5693907867767,46800
0,200.0,-1223.2728582714462,49400
0,200.0,-1227.8400250076452,52000
0,200.0,-1069.4742177667204,54600
0,200.0,-1191.7256428656187,57200
0,200.0,-1233.0588388327446,59800
0,200.0,-1160.1013674568503,62400
0,200.0,-1241.6066861764234,65000
0,200.0,-1250.7439036466897,67600
0,200.0,-1138.0781541054964,70200
0,200.0,-1143.0187460334428,72800
0,200.0,-1272.2809199012897,75400
0,200.0,-1215.1377866044384,78000
0,200.0,-1275.5112868499104,80600
0,200.0,-1254.251009432712,83200
0,200.0,-1202.872102803181,85800
0,200.0,-1312.8192270336335,88400
0,200.0,-1441.6270385705227,91000
0,200.0,-1290.325756229782,93600
0,200.0,-1297.2974030051093,96200
0,200.0,-1159.379600316072,98800
0,200.0,-1278.6958378059423,101400
0,200.0,-1138.8528618314137,104000
0,200.0,-1218.3197748656416,106600
0,200.0,-1190.7260183119913,109200
0,200.0,-1206.6072693084664,111800
0,200.0,-1277.9901390931113,2600
0,200.0,-1326.9552247745169,5200
0,200.0,-1310.8017574946643,7800
